code_ine,Nombre,Votantes,Nulos,VotosValidos(votantes-nulos),VotosSinRepresentacion,CandidaturasSinRepresentacion,%SinRepresentacion(votantes-nulos),VotosValidos(enblanco+candidaturas),%SinRepresentacion(enblanco+candidaturas)
34162020016,Aia,1013,9,1004,18,1,"1,79%",1004,"1,79%"
34073737160,Hinojosa de Duero,453,8,445,8,1,"1,80%",445,"1,80%"
34132828053,Daganzo de Arriba,5696,81,5615,101,1,"1,80%",5615,"1,80%"
34122727010,Castro de Rei,3066,64,3002,54,1,"1,80%",3002,"1,80%"
34162020052,Legorreta,726,5,721,13,1,"1,80%",721,"1,80%"
34081919243,Rueda de la Sierra,34,0,34,1,1,"2,94%",55,"1,82%"
34070505266,Zapardiel de la Cañada,72,3,69,1,1,"1,45%",55,"1,82%"
34162020906,Altzaga,94,25,69,1,1,"1,45%",55,"1,82%"
34092525064,Castellar de la Ribera,77,2,75,1,1,"1,33%",55,"1,82%"
34080202067,Riópar,907,31,876,16,1,"1,83%",876,"1,83%"
34012929073,Monda,1334,21,1313,24,1,"1,83%",1313,"1,83%"
34073737370,Villaseco de los Reyes,274,1,273,5,1,"1,83%",273,"1,83%"
34081919024,Alovera,6021,79,5942,109,1,"1,83%",5942,"1,83%"
34073737132,La Fregeneda,222,4,218,4,1,"1,83%",218,"1,83%"
34123636050,Salvaterra de Miño,5726,86,5640,104,1,"1,84%",5640,"1,84%"
34011414047,Obejo,1169,35,1134,21,1,"1,85%",1134,"1,85%"
34091717173,Sant Martí Vell,165,3,162,3,1,"1,85%",162,"1,85%"
34090808003,Alella,3897,67,3830,71,2,"1,85%",3830,"1,85%"
34162020024,Bidania-Goiatz,281,12,269,5,1,"1,86%",269,"1,86%"
34084545013,Almorox,1487,35,1452,27,1,"1,86%",1452,"1,86%"
34025050137,Leciñena,769,17,752,14,1,"1,86%",752,"1,86%"
34080202012,Balazote,1565,62,1503,28,1,"1,86%",1503,"1,86%"
34100303075,El Castell de Guadalest,162,1,161,3,1,"1,86%",161,"1,86%"
34011818192,Zafarraya,1094,23,1071,20,1,"1,87%",1071,"1,87%"
34040707064,Es Castell,3449,23,3426,64,1,"1,87%",3426,"1,87%"
34025050171,Moneva,109,1,108,2,1,"1,85%",107,"1,87%"
34090808007,Arenys de Munt,3806,115,3691,69,1,"1,87%",3691,"1,87%"
34084545145,Recas,1801,51,1750,33,1,"1,89%",1750,"1,89%"
34070505196,Rivilla de Barajas,42,0,42,1,1,"2,38%",53,"1,89%"
34070505210,San Juan de la Encinilla,42,0,42,1,1,"2,38%",53,"1,89%"
34024444189,Pozondón,48,0,48,1,1,"2,08%",53,"1,89%"
34074747183,Valdunquillo,107,0,107,2,1,"1,87%",106,"1,89%"
34094343115,Pradell de la Teixeta,116,3,113,2,1,"1,77%",106,"1,89%"
34172626176,Villaverde de Rioja,70,0,70,1,1,"1,43%",53,"1,89%"
34104646026,Alfarp,1074,15,1059,20,1,"1,89%",1059,"1,89%"
34132828010,Alpedrete,8160,129,8031,152,1,"1,89%",8031,"1,89%"
34162020019,Beasain,5574,85,5489,104,1,"1,89%",5489,"1,89%"
34053838032,El Rosario,8760,85,8675,165,1,"1,90%",8675,"1,90%"
34073737170,Ledesma,1012,16,996,19,1,"1,91%",996,"1,91%"
34011818037,Calicasas,437,18,419,8,1,"1,91%",419,"1,91%"
34104646220,Sagunto/Sagunt,31963,237,31726,607,2,"1,91%",31726,"1,91%"
34164848078,Portugalete,21213,266,20947,401,1,"1,91%",20947,"1,91%"
34072424205,Villadangos del Páramo,788,7,781,15,1,"1,92%",781,"1,92%"
34162020073,Usurbil,2957,44,2913,56,1,"1,92%",2913,"1,92%"
34070909328,Rucandio,54,0,54,1,1,"1,85%",52,"1,92%"
34070909043,Los Barrios de Bureba,159,0,159,3,1,"1,89%",155,"1,94%"
34091717073,Fornells de la Selva,1412,19,1393,27,1,"1,94%",1393,"1,94%"
34132828007,Alcorcón,91335,1006,90329,1753,2,"1,94%",90329,"1,94%"
34132828065,Getafe,94200,1417,92783,1801,1,"1,94%",92783,"1,94%"
34132828181,Villaviciosa de Odón,15990,194,15796,307,1,"1,94%",15796,"1,94%"
34012121070,Trigueros,4244,83,4161,81,1,"1,95%",4161,"1,95%"
34040707051,Sant Llorenç des Cardassar,3573,35,3538,69,1,"1,95%",3538,"1,95%"
34090808188,Sagàs,81,1,80,1,1,"1,25%",51,"1,96%"
34172626006,Alberite,1517,38,1479,29,1,"1,96%",1479,"1,96%"
34153131228,Tiebas-Muruarte de Reta,359,3,356,7,1,"1,97%",356,"1,97%"
34011111042,Zahara,835,22,813,16,1,"1,97%",813,"1,97%"
34164848076,Sukarrieta,259,5,254,5,2,"1,97%",254,"1,97%"
34040707030,Llubí,1337,18,1319,26,1,"1,97%",1319,"1,97%"
34011818134,Monachil,3708,59,3649,72,1,"1,97%",3649,"1,97%"
34072424087,Laguna Dalga,418,14,404,8,1,"1,98%",404,"1,98%"
34074747194,Viloria,260,8,252,5,1,"1,98%",252,"1,98%"
34074949132,Moreruela de los Infanzones,266,14,252,5,1,"1,98%",252,"1,98%"
34110606039,La Coronada,1481,20,1461,29,1,"1,98%",1461,"1,98%"
34011818902,El Valle,661,7,654,13,1,"1,99%",654,"1,99%"
34053838009,Breña Baja,3066,55,3011,60,1,"1,99%",3011,"1,99%"
34053535007,Betancuria,553,2,551,11,2,"2,00%",551,"2,00%"
34084545171,La Torre de Esteban Hambrán,1066,16,1050,21,1,"2,00%",1050,"2,00%"
34012929017,Archidona,4579,64,4515,91,1,"2,02%",4515,"2,02%"
34024444013,Alcañiz,7615,85,7530,152,2,"2,02%",7530,"2,02%"
34053838011,Candelaria,13144,265,12879,260,1,"2,02%",12879,"2,02%"
34091717125,Pardines,102,1,101,2,1,"1,98%",99,"2,02%"
34172626027,Berceo,105,1,104,2,1,"1,92%",99,"2,02%"
34090808267,Sentmenat,4071,62,4009,81,1,"2,02%",4009,"2,02%"
34040707048,Sant Josep de sa Talaia,8628,106,8522,173,1,"2,03%",8522,"2,03%"
34091717002,Aiguaviva,446,4,442,9,1,"2,04%",442,"2,04%"
34091717143,Rabós,122,9,113,2,1,"1,77%",98,"2,04%"
34025050201,Paracuellos de Jiloca,396,4,392,8,1,"2,04%",392,"2,04%"
34104646221,Salem,305,11,294,6,1,"2,04%",294,"2,04%"
34162020006,Alkiza,155,8,147,3,1,"2,04%",147,"2,04%"
34100303094,La Nucia,7202,102,7100,145,2,"2,04%",7100,"2,04%"
34091717090,Llambilles,445,5,440,9,1,"2,05%",440,"2,05%"
34111010124,Mohedas de Granadilla,733,0,733,15,1,"2,05%",733,"2,05%"
34090808207,Sant Esteve de Palautordera,1442,26,1416,29,1,"2,05%",1416,"2,05%"
34010404001,Abla,800,19,781,16,1,"2,05%",781,"2,05%"
34072424142,San Andrés del Rabanedo,13650,306,13344,274,1,"2,05%",13344,"2,05%"
34164848045,Güeñes,3593,88,3505,72,1,"2,05%",3505,"2,05%"
34121515031,Culleredo,14186,209,13977,288,1,"2,06%",13977,"2,06%"
34012121072,Valverde del Camino,7373,192,7181,148,1,"2,06%",7181,"2,06%"
34011818181,Turón,131,6,125,2,1,"1,60%",97,"2,06%"
34162020048,Larraul,105,8,97,2,1,"2,06%",97,"2,06%"
34123232049,Montederramo,583,2,581,12,1,"2,07%",581,"2,07%"
34132828155,Valdaracete,453,18,435,9,1,"2,07%",435,"2,07%"
34104646184,Ontinyent,19135,194,18941,392,1,"2,07%",18941,"2,07%"
34084545104,Montearagón,351,13,338,7,1,"2,07%",338,"2,07%"
34091717067,Flaçà,497,16,481,10,1,"2,08%",481,"2,08%"
34024444197,Ródenas,45,0,45,1,1,"2,22%",48,"2,08%"
34074949044,Cazurra,66,2,64,1,1,"1,56%",48,"2,08%"
34094343096,La Morera de Montsant,77,0,77,1,1,"1,30%",48,"2,08%"
34025050247,Sobradiel,641,21,620,13,1,"2,10%",620,"2,10%"
34022222214,Secastilla,106,2,104,2,1,"1,92%",95,"2,11%"
34012929061,Istán,872,19,853,18,1,"2,11%",853,"2,11%"
34162020003,Aizarnazabal,384,5,379,8,1,"2,11%",379,"2,11%"
34162020033,Elgeta,627,12,615,13,1,"2,11%",615,"2,11%"
34164848003,Amorebieta-Etxano,9511,107,9404,199,1,"2,12%",9404,"2,12%"
34153131227,Tafalla,5490,77,5413,115,1,"2,12%",5413,"2,12%"
34073434101,Marcilla de Campos,50,2,48,1,1,"2,08%",47,"2,13%"
34024444064,Cascante del Río,55,4,51,1,1,"1,96%",47,"2,13%"
34025050011,Albeta,114,2,112,2,2,"1,79%",94,"2,13%"
34011414058,Rute,5400,94,5306,113,1,"2,13%",5306,"2,13%"
34092525076,El Cogul,97,1,96,3,1,"3,13%",140,"2,14%"
34164848082,Santurtzi,21448,327,21121,453,1,"2,14%",21121,"2,14%"
34172626096,Medrano,239,6,233,5,1,"2,15%",233,"2,15%"
34025050225,Ricla,1090,22,1068,23,1,"2,15%",1068,"2,15%"
34091717223,Vilajuïga,608,5,603,13,1,"2,16%",603,"2,16%"
34074747214,Villalón de Campos,1082,19,1063,23,1,"2,16%",1063,"2,16%"
34010404057,Láujar de Andarax,1014,5,1009,22,1,"2,18%",1009,"2,18%"
34053838013,Frontera,2255,54,2201,48,2,"2,18%",2201,"2,18%"
34091717137,Porqueres,2099,42,2057,45,1,"2,19%",2057,"2,19%"
34084545088,Magán,1679,40,1639,36,1,"2,20%",1639,"2,20%"
34100303135,La Vall d'Ebo,171,7,164,3,1,"1,83%",136,"2,21%"
34162020055,Arrasate/Mondragón,10194,131,10063,222,1,"2,21%",10063,"2,21%"
34172626044,Castroviejo,59,1,58,1,1,"1,72%",45,"2,22%"
34111010204,Valverde de la Vera,364,4,360,8,1,"2,22%",360,"2,22%"
34024444025,Andorra,3900,123,3777,84,1,"2,22%",3777,"2,22%"
34153131221,Doneztebe/Santesteban,881,27,854,19,1,"2,22%",854,"2,22%"
34164848083,Ortuella,4122,78,4044,90,1,"2,23%",4044,"2,23%"
34074040024,Ayllón,686,14,672,15,1,"2,23%",672,"2,23%"
34092525053,Benavent de Segrià,810,4,806,18,1,"2,23%",806,"2,23%"
34143030024,Lorca,41008,409,40599,907,3,"2,23%",40599,"2,23%"
34073434231,Villarrabé,188,1,187,4,1,"2,14%",179,"2,23%"
34081313079,La Solana,8794,160,8634,193,1,"2,24%",8634,"2,24%"
34025050173,Monterde,139,1,138,3,1,"2,17%",134,"2,24%"
34010404903,La Mojonera,2879,22,2857,64,2,"2,24%",2857,"2,24%"
34024444144,Martín del Río,229,6,223,5,1,"2,24%",223,"2,24%"
34160101003,Aramaio,655,32,623,14,2,"2,25%",623,"2,25%"
34081919071,El Casar,5894,66,5828,131,1,"2,25%",5828,"2,25%"
34092525022,Alòs de Balaguer,67,1,66,2,2,"3,03%",88,"2,27%"
34172626049,Cihuri,138,2,136,3,1,"2,21%",132,"2,27%"
34080202059,Peñascosa,268,4,264,6,1,"2,27%",264,"2,27%"
34143030022,Jumilla,10779,181,10598,241,1,"2,27%",10598,"2,27%"
34081919113,Espinosa de Henares,400,6,394,9,1,"2,28%",394,"2,28%"
34132828090,Moralzarzal,7754,93,7661,175,1,"2,28%",7661,"2,28%"
34014141015,Benacazón,3310,116,3194,73,1,"2,29%",3194,"2,29%"
34053838015,Garachico,2960,33,2927,67,1,"2,29%",2927,"2,29%"
34164848041,Gautegiz Arteaga,575,8,567,13,2,"2,29%",567,"2,29%"
34080202081,Villarrobledo,12423,237,12186,280,1,"2,30%",12186,"2,30%"
34162020027,Zestoa,1684,31,1653,38,1,"2,30%",1653,"2,30%"
34090808062,Castellnou de Bages,748,11,737,17,1,"2,31%",737,"2,31%"
34011818120,Lentegí,260,0,260,6,2,"2,31%",260,"2,31%"
34090808220,Sant Julià de Vilatorta,1673,30,1643,38,1,"2,31%",1643,"2,31%"
34104646185,Otos,309,7,302,7,2,"2,32%",302,"2,32%"
34104646077,Buñol,5543,118,5425,126,1,"2,32%",5425,"2,32%"
34164848093,Areatza,666,25,641,15,2,"2,34%",641,"2,34%"
34162020078,Zaldibia,797,28,769,18,1,"2,34%",769,"2,34%"
34011818193,La Zubia,8660,177,8483,199,1,"2,35%",8483,"2,35%"
34011818101,Huétor Vega,5853,63,5790,136,1,"2,35%",5790,"2,35%"
34070505184,Peguerinos,215,3,212,5,1,"2,36%",212,"2,36%"
34100303012,Algorfa,1166,22,1144,27,1,"2,36%",1144,"2,36%"
34084545184,Las Ventas de San Julián,170,7,163,3,1,"1,84%",127,"2,36%"
34132828100,Nuevo Baztán,3302,55,3247,77,1,"2,37%",3247,"2,37%"
34014141026,Casariche,3588,89,3499,83,1,"2,37%",3499,"2,37%"
34162020040,Hernani,9132,153,8979,213,1,"2,37%",8979,"2,37%"
34100303037,Benimantell,297,2,295,7,1,"2,37%",295,"2,37%"
34132828031,Cadalso de los Vidrios,1816,49,1767,42,1,"2,38%",1767,"2,38%"
34123232036,Xunqueira de Ambía,986,19,967,23,1,"2,38%",967,"2,38%"
34025050010,Alberite de San Juan,62,0,62,1,1,"1,61%",42,"2,38%"
34074949039,Casaseca de las Chanas,255,3,252,6,1,"2,38%",252,"2,38%"
34053535023,Santa María de Guía de Gran Canaria,8393,125,8268,197,1,"2,38%",8268,"2,38%"
34164848056,Lemoiz,764,10,754,18,2,"2,39%",754,"2,39%"
34011414026,Espiel,1495,33,1462,35,1,"2,39%",1462,"2,39%"
34074949036,Carbajales de Alba,354,20,334,8,1,"2,40%",334,"2,40%"
34033333041,Navia,4650,59,4591,110,1,"2,40%",4591,"2,40%"
34143030017,Cehegín,7917,98,7819,188,1,"2,40%",7819,"2,40%"
34024444035,Barrachina,81,1,80,2,2,"2,50%",83,"2,41%"
34160101057,Villabuena de Álava/Eskuernaga,208,1,207,5,2,"2,42%",207,"2,42%"
34080202004,Albatana,468,13,455,11,1,"2,42%",455,"2,42%"
34143030002,Abarán,6642,79,6563,159,2,"2,42%",6563,"2,42%"
34162020014,Asteasu,668,8,660,16,1,"2,42%",660,"2,42%"
34132828029,Cabanillas de la Sierra,586,10,576,14,1,"2,43%",576,"2,43%"
34091717193,Sils,2206,28,2178,53,1,"2,43%",2178,"2,43%"
34074040905,Cuevas de Provanco,98,3,95,2,1,"2,11%",82,"2,44%"
34014141075,Pilas,6619,59,6560,160,1,"2,44%",6560,"2,44%"
34012929043,Colmenar,1788,69,1719,42,1,"2,44%",1719,"2,44%"
34164848034,Ermua,7736,125,7611,186,1,"2,44%",7611,"2,44%"
34010404022,Bédar,413,4,409,10,1,"2,44%",409,"2,44%"
34143030035,San Javier,12873,182,12691,311,1,"2,45%",12691,"2,45%"
34014141050,Herrera,4159,57,4102,101,2,"2,46%",4102,"2,46%"
34092525059,Bossòst,620,11,609,15,1,"2,46%",609,"2,46%"
34110606025,Calamonte,3990,99,3891,96,1,"2,47%",3891,"2,47%"
34100303020,Balones,92,1,91,2,1,"2,20%",81,"2,47%"
34072424181,Valderas,1055,43,1012,25,1,"2,47%",1012,"2,47%"
34164848087,Trucios-Turtzioz,376,12,364,9,2,"2,47%",364,"2,47%"
34072424122,Puente de Domingo Flórez,932,4,928,23,1,"2,48%",928,"2,48%"
34104646116,L'Eliana,10598,80,10518,261,1,"2,48%",10518,"2,48%"
34012929032,Campillos,4581,112,4469,111,1,"2,48%",4469,"2,48%"
34074949119,Molacillos,183,5,178,4,1,"2,25%",161,"2,48%"
34081919009,Alcocer,205,4,201,5,1,"2,49%",201,"2,49%"
34012121053,Niebla,2605,33,2572,64,1,"2,49%",2572,"2,49%"
34014141046,Gilena,2397,33,2364,59,1,"2,50%",2364,"2,50%"
34053838041,El Sauzal,5100,57,5043,126,1,"2,50%",5043,"2,50%"
34073737256,Poveda de las Cintas,190,0,190,4,1,"2,11%",160,"2,50%"
34074242003,Adradas,58,0,58,1,1,"1,72%",40,"2,50%"
34091717209,Vall-llobrega,523,4,519,13,1,"2,50%",519,"2,50%"
34091717164,Sant Hilari Sacalm,2181,67,2114,53,1,"2,51%",2114,"2,51%"
34100303049,Callosa de Segura,8614,158,8456,212,3,"2,51%",8456,"2,51%"
34090808221,Sant Just Desvern,8535,80,8455,212,1,"2,51%",8455,"2,51%"
34100303024,Benejúzar,3441,52,3389,85,1,"2,51%",3389,"2,51%"
34063939042,Medio Cudeyo,4527,69,4458,112,1,"2,51%",4458,"2,51%"
34074747061,Esguevillas de Esgueva,201,2,199,5,1,"2,51%",199,"2,51%"
34090808022,Berga,6389,123,6266,158,2,"2,52%",6266,"2,52%"
34072424038,Carracedelo,2179,39,2140,54,1,"2,52%",2140,"2,52%"
34010404070,Oria,1315,8,1307,33,1,"2,52%",1307,"2,52%"
34011414007,Baena,10025,268,9757,248,1,"2,54%",9757,"2,54%"
34091717176,Sant Mori,116,0,116,3,2,"2,59%",118,"2,54%"
34123636009,A Cañiza,3252,71,3181,81,1,"2,55%",3181,"2,55%"
34164848051,Lanestosa,162,5,157,4,2,"2,55%",157,"2,55%"
34090808172,Premià de Mar,10592,164,10428,266,2,"2,55%",10428,"2,55%"
34012929007,Alhaurín de la Torre,18095,165,17930,459,2,"2,56%",17930,"2,56%"
34024444225,Torre del Compte,84,1,83,3,1,"3,61%",117,"2,56%"
34070505125,Mengamuñoz,35,0,35,1,1,"2,86%",39,"2,56%"
34074747149,San Pelayo,39,0,39,1,1,"2,56%",39,"2,56%"
34081919117,Fontanar,1343,22,1321,34,1,"2,57%",1321,"2,57%"
34011111036,Torre Alháquime,499,33,466,12,1,"2,58%",466,"2,58%"
34014141022,La Campana,3007,22,2985,77,1,"2,58%",2985,"2,58%"
34111010088,Guijo de Coria,164,1,163,4,1,"2,45%",155,"2,58%"
34022222090,Colungo,88,0,88,3,1,"3,41%",116,"2,59%"
34123636030,Mondariz,2848,29,2819,73,1,"2,59%",2819,"2,59%"
34012929092,Totalán,508,6,502,13,1,"2,59%",502,"2,59%"
34122727004,Baleira,784,12,772,20,1,"2,59%",772,"2,59%"
34011414072,Villaralto,816,6,810,21,1,"2,59%",810,"2,59%"
34172626141,Santurdejo,78,0,78,2,1,"2,56%",77,"2,60%"
34073737305,Sequeros,173,11,162,4,1,"2,47%",154,"2,60%"
34012929045,Cómpeta,1476,18,1458,38,1,"2,61%",1458,"2,61%"
34074747085,Medina del Campo,10532,214,10318,269,2,"2,61%",10318,"2,61%"
34132828083,Meco,7278,106,7172,187,1,"2,61%",7172,"2,61%"
34011111039,Vejer de la Frontera,6868,94,6774,177,1,"2,61%",6774,"2,61%"
34090808250,Santa Margarida de Montbui,4310,26,4284,112,1,"2,61%",4284,"2,61%"
34024444238,Utrillas,1674,30,1644,43,2,"2,62%",1644,"2,62%"
34153131098,Esteribar,1539,17,1522,40,1,"2,63%",1522,"2,63%"
34010404098,Vélez-Blanco,1195,16,1179,31,1,"2,63%",1179,"2,63%"
34081313082,Tomelloso,16671,168,16503,434,1,"2,63%",16503,"2,63%"
34092525169,La Pobla de Cérvoles,148,1,147,4,1,"2,72%",152,"2,63%"
34072424044,Castrillo de la Valduerna,118,0,118,3,1,"2,54%",114,"2,63%"
34070909292,Quintanavides,54,3,51,1,1,"1,96%",38,"2,63%"
34092525088,Estamariu,73,1,72,1,1,"1,39%",38,"2,63%"
34024444158,Mora de Rubielos,889,53,836,22,1,"2,63%",836,"2,63%"
34070909223,Monasterio de la Sierra,38,0,38,1,1,"2,63%",38,"2,63%"
34104646169,Mislata,23122,155,22967,605,3,"2,63%",22967,"2,63%"
34014141018,Brenes,6153,50,6103,161,1,"2,64%",6103,"2,64%"
34074949067,Ferreras de Arriba,271,6,265,7,1,"2,64%",265,"2,64%"
34073737275,Saldeana,74,0,74,2,1,"2,70%",75,"2,67%"
34063939014,Cabuérniga,759,9,750,20,1,"2,67%",750,"2,67%"
34090808138,Moià,2742,45,2697,72,1,"2,67%",2697,"2,67%"
34070505161,Navalperal de Pinares,451,2,449,12,1,"2,67%",449,"2,67%"
34080202029,Chinchilla de Monte-Aragón,2529,60,2469,66,1,"2,67%",2469,"2,67%"
34022222178,Pertusa,112,1,111,3,2,"2,70%",112,"2,68%"
34074949219,Toro,4651,66,4585,123,2,"2,68%",4585,"2,68%"
34053838040,Santiago del Teide,3692,80,3612,97,1,"2,69%",3612,"2,69%"
34063939101,Valle de Villaverde,187,1,186,5,2,"2,69%",186,"2,69%"
34040707022,Felanitx,7534,98,7436,200,1,"2,69%",7436,"2,69%"
34090808074,Cubelles,6190,81,6109,165,1,"2,70%",6109,"2,70%"
34025050291,Villar de los Navarros,115,2,113,3,2,"2,65%",111,"2,70%"
34070505118,Mancera de Arriba,41,1,40,1,1,"2,50%",37,"2,70%"
34025050070,Calmarza,43,2,41,1,1,"2,44%",37,"2,70%"
34073434146,Reinoso de Cerrato,46,0,46,1,1,"2,17%",37,"2,70%"
34010404080,Santa Cruz de Marchena,190,4,186,4,2,"2,15%",148,"2,70%"
34132828001,La Acebeda,55,1,54,1,1,"1,85%",37,"2,70%"
34081919321,Villares de Jadraque,37,0,37,1,1,"2,70%",37,"2,70%"
34014141040,Espartinas,7414,66,7348,199,1,"2,71%",7348,"2,71%"
34053838035,San Miguel de Abona,6397,86,6311,171,1,"2,71%",6311,"2,71%"
34014141023,Cantillana,5083,119,4964,135,1,"2,72%",4964,"2,72%"
34104646050,Benagéber,142,4,138,3,2,"2,17%",110,"2,73%"
34080202073,Tarazona de la Mancha,3560,45,3515,96,1,"2,73%",3515,"2,73%"
34090808282,Tiana,3966,55,3911,107,1,"2,74%",3911,"2,74%"
34025050150,Lumpiaque,423,21,402,11,1,"2,74%",402,"2,74%"
34091717020,Bescanó,2311,47,2264,62,1,"2,74%",2264,"2,74%"
34073737034,El Arco,77,1,76,2,1,"2,63%",73,"2,74%"
34022222126,Ibieca,98,5,93,2,1,"2,15%",73,"2,74%"
34074949040,Castrillo de la Guareña,73,0,73,2,1,"2,74%",73,"2,74%"
34084545128,Pantoja,1919,23,1896,52,1,"2,74%",1896,"2,74%"
34011111023,Medina Sidonia,6973,91,6882,189,2,"2,75%",6882,"2,75%"
34072424014,Bembibre,4315,55,4260,117,2,"2,75%",4260,"2,75%"
34014141044,Gelves,4738,98,4640,128,1,"2,76%",4640,"2,76%"
34110606101,Peraleda del Zaucejo,399,2,397,11,1,"2,77%",397,"2,77%"
34063939079,Santoña,6251,88,6163,171,1,"2,77%",6163,"2,77%"
34104646017,Alzira,22091,258,21833,606,1,"2,78%",21833,"2,78%"
34090808297,Veciana,104,1,103,3,1,"2,91%",108,"2,78%"
34090808060,Castellfollit de Riubregós,112,3,109,3,1,"2,75%",108,"2,78%"
34073737005,La Alameda de Gardón,73,0,73,2,1,"2,74%",72,"2,78%"
34073434208,Villaeles de Valdavia,40,3,37,1,1,"2,70%",36,"2,78%"
34070505252,Valdecasa,46,0,46,1,1,"2,17%",36,"2,78%"
34024444090,Cucalón,55,0,55,1,1,"1,82%",36,"2,78%"
34091717194,Susqueda,64,8,56,1,1,"1,79%",36,"2,78%"
34090808197,Sant Andreu de Llavaneres,4626,63,4563,127,1,"2,78%",4563,"2,78%"
34092525020,Almatret,222,7,215,6,1,"2,79%",215,"2,79%"
34011818912,Cuevas del Campo,1012,12,1000,28,1,"2,80%",1000,"2,80%"
34011111026,Prado del Rey,3345,102,3243,91,1,"2,81%",3243,"2,81%"
34092525232,Torres de Segre,975,15,960,27,1,"2,81%",960,"2,81%"
34104646148,Loriguilla,1363,12,1351,38,1,"2,81%",1351,"2,81%"
34104646130,Gavarda,724,13,711,20,1,"2,81%",711,"2,81%"
34164848011,Arrigorriaga,5942,80,5862,165,1,"2,81%",5862,"2,81%"
34104646085,Carlet,7859,84,7775,219,1,"2,82%",7775,"2,82%"
34084545151,San Martín de Montalbán,438,12,426,12,1,"2,82%",426,"2,82%"
34011818056,Cúllar,2541,22,2519,71,1,"2,82%",2519,"2,82%"
34084545180,Valmojado,2214,51,2163,61,1,"2,82%",2163,"2,82%"
34011414033,Guadalcázar,934,15,919,26,1,"2,83%",919,"2,83%"
34070909211,Melgar de Fernamental,964,10,954,27,1,"2,83%",954,"2,83%"
34070505055,Casillas,503,9,494,14,1,"2,83%",494,"2,83%"
34074040146,Navas de San Antonio,250,4,246,7,1,"2,85%",246,"2,85%"
34074747114,Peñafiel,2535,48,2487,71,1,"2,85%",2487,"2,85%"
34090808903,Sant Julià de Cerdanyola,162,5,157,3,1,"1,91%",105,"2,86%"
34123232042,Lobios,1300,8,1292,37,1,"2,86%",1292,"2,86%"
34092525142,Montoliu de Lleida,280,2,278,8,1,"2,88%",278,"2,88%"
34053535006,Arucas,19057,470,18587,535,2,"2,88%",18587,"2,88%"
34091717009,Arbúcies,2435,178,2257,65,1,"2,88%",2257,"2,88%"
34072424056,Cistierna,1873,34,1839,53,1,"2,88%",1839,"2,88%"
34014141102,El Viso del Alcor,10038,122,9916,286,1,"2,88%",9916,"2,88%"
34010404008,Alcóntar,421,5,416,12,1,"2,88%",416,"2,88%"
34164848073,Ondarroa,4154,99,4055,117,2,"2,89%",4055,"2,89%"
34053535030,Tuineje,6620,193,6427,186,2,"2,89%",6427,"2,89%"
34011818084,Gójar,2991,57,2934,85,1,"2,90%",2934,"2,90%"
34092525136,La Molsosa,70,2,68,2,1,"2,94%",69,"2,90%"
34010404007,Alcolea,492,9,483,14,1,"2,90%",483,"2,90%"
34063939047,Noja,1732,42,1690,49,2,"2,90%",1690,"2,90%"
34094343088,Montbrió del Camp,1317,19,1298,38,1,"2,93%",1298,"2,93%"
34081313027,Calzada de Calatrava,2446,56,2390,70,1,"2,93%",2390,"2,93%"
34123232090,Vilar de Santos,587,8,579,17,1,"2,94%",579,"2,94%"
34122727060,Taboada,1946,14,1932,57,1,"2,95%",1932,"2,95%"
34092525043,La Vall de Boí,621,11,610,18,1,"2,95%",610,"2,95%"
34014141098,Villanueva del Ariscal,3763,78,3685,109,1,"2,96%",3685,"2,96%"
34162020029,Deba,2990,15,2975,88,2,"2,96%",2975,"2,96%"
34025050234,San Martín de la Virgen de Moncayo,173,4,169,5,1,"2,96%",169,"2,96%"
34090808278,Taradell,2992,52,2940,87,1,"2,96%",2940,"2,96%"
34104646046,Barx,780,4,776,23,1,"2,96%",776,"2,96%"
34022222245,Velilla de Cinca,284,15,269,8,1,"2,97%",269,"2,97%"
34081616279,Zarza de Tajo,168,0,168,5,2,"2,98%",168,"2,98%"
34164848058,Mallabia,677,5,672,20,1,"2,98%",672,"2,98%"
34053838003,Alajeró,1329,19,1310,39,1,"2,98%",1310,"2,98%"
34014141089,Santiponce,4580,80,4500,134,1,"2,98%",4500,"2,98%"
34070505025,Becedillas,57,0,57,2,1,"3,51%",67,"2,99%"
34022222222,Siétamo,408,6,402,12,1,"2,99%",402,"2,99%"
34033333064,Santo Adriano,205,4,201,6,1,"2,99%",201,"2,99%"
34122727040,Palas de Rei,2435,26,2409,72,1,"2,99%",2409,"2,99%"
34101212009,Almassora,11883,142,11741,351,2,"2,99%",11741,"2,99%"
34123636028,Meis,3047,37,3010,90,1,"2,99%",3010,"2,99%"
34011414015,Carcabuey,1555,19,1536,46,1,"2,99%",1536,"2,99%"
34123232004,Avión,937,4,933,28,1,"3,00%",933,"3,00%"
34091717027,Breda,1697,34,1663,50,1,"3,01%",1663,"3,01%"
34123232039,Laza,904,6,898,27,1,"3,01%",898,"3,01%"
34092525048,Bell-lloc d'Urgell,1151,23,1128,34,1,"3,01%",1128,"3,01%"
34025050148,Luesia,238,6,232,7,1,"3,02%",232,"3,02%"
34100303123,Sax,5366,98,5268,159,1,"3,02%",5268,"3,02%"
34164848091,Atxondo,777,16,761,23,2,"3,02%",761,"3,02%"
34132828026,Brunete,5213,56,5157,156,1,"3,03%",5157,"3,03%"
